"(row, OceanActionID)",sdg,sdg_count,trg,trg_count,sdg-trg,trg-sdg
"(1056, '17306')",['01' '02' '03' '04' '13' '14'],6,['14'],1,['01' '02' '03' '04' '13'],[]
"(1057, '18908')",['14'],1,['14'],1,[],[]
"(1058, '17506')",['14'],1,['14'],1,[],[]
"(1059, '19339')",['02' '08' '14'],3,['14'],1,['02' '08'],[]
"(1060, '17110')",['14'],1,['14'],1,[],[]
"(1061, '15659')",['02' '03' '06' '11' '12' '14' '15' '17'],8,['02' '03' '06' '11' '12' '14' '15' '17'],8,[],[]
"(1062, '20448')",['06' '12' '14'],3,['12' '14'],2,['06'],[]
"(1063, '20696')",['02' '04' '05' '06' '07' '09' '12' '13' '14' '16' '17'],11,['02' '04' '05' '06' '07' '09' '12' '13' '14' '16' '17'],11,[],[]
"(1064, '20888')",['14'],1,['14'],1,[],[]
"(1065, '20948')",['14'],1,['14'],1,[],[]
"(1066, '20900')",['14' '15'],2,['14' '15'],2,[],[]
"(1067, '19569')",['14'],1,['14'],1,[],[]
"(1068, '17242')",['14'],1,['14'],1,[],[]
"(1069, '16014')",['13' '14'],2,['13' '14'],2,[],[]
"(1070, '20059')",['14'],1,['14'],1,[],[]
"(1071, '18998')",['01' '05' '06' '07' '09' '13' '14' '15' '17'],9,['01' '05' '06' '07' '09' '13' '14' '15' '17'],9,[],[]
"(1072, '16631')",['14'],1,['14'],1,[],[]
"(1073, '16894')",['01' '02' '14'],3,['01' '02' '14'],3,[],[]
"(1074, '17971')",['14' '15'],2,['14' '15'],2,[],[]
"(1075, '17246')","['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15'
 '16' '17']",17,['14'],1,"['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '15' '16'
 '17']",[]
"(1076, '17122')",['14'],1,['14'],1,[],[]
"(1077, '18352')",['14'],1,['14'],1,[],[]
"(1078, '20289')",['11' '12' '14' '17'],4,['12' '14' '17'],3,['11'],[]
"(1079, '14987')",['09' '14'],2,['09' '14'],2,[],[]
"(1080, '20992')",['14'],1,['14'],1,[],[]
"(1081, '16922')",['14'],1,['14'],1,[],[]
"(1082, '21729')",['14'],1,['14'],1,[],[]
"(1083, '16990')",['14'],1,['14'],1,[],[]
"(1084, '15155')",['13' '14'],2,['13' '14'],2,[],[]
"(1085, '17006')",['14'],1,['14'],1,[],[]
"(1086, '18034')",['14'],1,['14'],1,[],[]
"(1087, '21308')",['14'],1,['14'],1,[],[]
"(1088, '15027')",['02' '06' '08' '14' '15' '16'],6,['14' '16'],2,['02' '06' '08' '15'],[]
"(1089, '14234')",['14' '16'],2,['14' '16'],2,[],[]
"(1090, '17734')",['01' '08' '12' '13' '14' '17'],6,['14'],1,['01' '08' '12' '13' '17'],[]
"(1091, '16556')",['01' '02' '12' '13' '14'],5,['01' '12' '13' '14'],4,['02'],[]
"(1092, '17226')",['14'],1,['14'],1,[],[]
"(1093, '18993')",['14'],1,['14'],1,[],[]
"(1094, '18298')",['14'],1,['14'],1,[],[]
"(1095, '19644')",['14'],1,['14'],1,[],[]
"(1096, '19359')",['01' '08' '14'],3,['01' '08' '14'],3,[],[]
"(1097, '15551')",['02' '03' '04' '05' '06' '07' '11' '12' '13' '14' '15' '16' '17'],13,['02' '03' '05' '06' '07' '11' '12' '13' '14' '15' '16' '17'],12,['04'],[]
"(1098, '14472')",['14'],1,['14'],1,[],[]
"(1099, '19283')",['14'],1,['14'],1,[],[]
"(1100, '21436')",['14'],1,['14'],1,[],[]
"(1101, '14716')",['06' '11' '13' '14' '17'],5,['06' '11' '13' '14' '17'],5,[],[]
"(1102, '18019')",['14'],1,['14'],1,[],[]
"(1103, '17737')",['04' '06' '08' '09' '11' '12' '14' '15' '16'],9,['14'],1,['04' '06' '08' '09' '11' '12' '15' '16'],[]
"(1104, '20169')",['14'],1,['14'],1,[],[]
"(1105, '15238')",['13' '14'],2,['13' '14'],2,[],[]
"(1106, '15617')",['14'],1,['14'],1,[],[]
"(1107, '19419')",['14'],1,['14'],1,[],[]
"(1108, '15554')",['14' '16'],2,['14' '16'],2,[],[]
"(1109, '18400')",['13' '14'],2,['14'],1,['13'],[]
"(1110, '16798')",['14'],1,['14'],1,[],[]
"(1111, '15668')",['02' '07' '08' '13' '14'],5,['14'],1,['02' '07' '08' '13'],[]
"(1112, '17986')",['14'],1,['14'],1,[],[]
"(1113, '17845')",['14'],1,['14'],1,[],[]
"(1114, '17833')",['14'],1,['14'],1,[],[]
"(1115, '17338')",['14'],1,['14'],1,[],[]
"(1116, '17851')",['14'],1,['14'],1,[],[]
"(1117, '17278')",['14'],1,['14'],1,[],[]
"(1118, '18484')",['04' '14'],2,['04' '14'],2,[],[]
"(1119, '19329')",['01' '02' '03' '04' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14'],14,['01' '02' '03' '05' '06' '07' '08' '09' '10' '11' '12' '13' '14'],13,['04'],[]
"(1120, '21176')",['02' '14'],2,['02' '14'],2,[],[]
"(1121, '21160')",['14'],1,['14'],1,[],[]
"(1122, '21164')",['02' '14'],2,['02' '14'],2,[],[]
"(1123, '21172')",['02' '14'],2,['02' '14'],2,[],[]
"(1124, '21156')",['14'],1,['14'],1,[],[]
"(1125, '21168')",['14'],1,['14'],1,[],[]
"(1126, '21180')",['02' '14'],2,['02' '14'],2,[],[]
"(1127, '16954')",['02' '08' '12' '13' '14' '17'],6,['14'],1,['02' '08' '12' '13' '17'],[]
"(1128, '18265')",['01' '02' '05' '08' '12' '14' '15'],7,['14'],1,['01' '02' '05' '08' '12' '15'],[]
"(1129, '15608')",['12' '14' '17'],3,['12' '14' '17'],3,[],[]
"(1130, '18502')",['02' '13' '14'],3,['02' '13' '14'],3,[],[]
"(1131, '16054')",['02' '03' '08' '12' '13' '14'],6,['14'],1,['02' '03' '08' '12' '13'],[]
"(1132, '20194')",['03' '07' '08' '09' '11' '12' '13' '14'],8,['14'],1,['03' '07' '08' '09' '11' '12' '13'],[]
"(1133, '20712')",['14'],1,['14'],1,[],[]
"(1134, '21132')",['14' '17'],2,['14' '17'],2,[],[]
"(1135, '18130')",['12' '14'],2,['14'],1,['12'],[]
"(1136, '16283')",['02' '05' '08' '09' '14' '17'],6,['02' '05' '08' '09' '14' '17'],6,[],[]
"(1137, '17542')",['14'],1,['14'],1,[],[]
"(1138, '20374')",['14'],1,['14'],1,[],[]
"(1139, '15410')",['05' '14'],2,['05' '14'],2,[],[]
"(1140, '20244')",['01' '03' '04' '06' '08' '09' '10' '11' '12' '13' '14' '15' '16' '17'],14,['01' '03' '04' '06' '08' '09' '10' '11' '12' '13' '14' '15' '16' '17'],14,[],[]
"(1141, '17442')",['04' '05' '13' '14'],4,['04' '05' '13' '14'],4,[],[]
"(1142, '20608')",['06' '07' '09' '13' '14' '17'],6,['06' '07' '09' '13' '14' '17'],6,[],[]
"(1143, '20688')",['14'],1,['14'],1,[],[]
"(1144, '20700')",['14'],1,['14'],1,[],[]
"(1145, '18958')",['14'],1,['14'],1,[],[]
"(1146, '18953')",['14'],1,['14'],1,[],[]
"(1147, '18948')",['14'],1,['14'],1,[],[]
"(1148, '19008')",['14'],1,['14'],1,[],[]
"(1149, '18928')",['14'],1,['14'],1,[],[]
"(1150, '18943')",['14'],1,['14'],1,[],[]
"(1151, '19013')",['14'],1,['14'],1,[],[]
"(1152, '19003')",['14'],1,['14'],1,[],[]
"(1153, '18968')",['14'],1,['14'],1,[],[]
"(1154, '18963')",['14'],1,['14'],1,[],[]
"(1155, '20912')",['14'],1,['14'],1,[],[]
"(1156, '15242')",['01' '03' '04' '05' '06' '07' '08' '09' '11' '12' '13' '14' '15' '16' '17'],15,['01' '03' '04' '05' '06' '07' '08' '11' '12' '13' '14' '15' '16' '17'],14,['09'],[]
"(1157, '21044')",['14'],1,['14'],1,[],[]
"(1158, '18115')",['02' '08' '12' '14' '15'],5,['14'],1,['02' '08' '12' '15'],[]
"(1159, '17770')",['13' '14'],2,['13' '14'],2,[],[]
"(1160, '15368')",['13' '14'],2,['13' '14'],2,[],[]
"(1161, '18124')",['14'],1,['14'],1,[],[]
"(1162, '21444')",['01' '05' '09' '14'],4,['01' '05' '14'],3,['09'],[]
"(1163, '16026')",['01' '02' '03' '04' '06' '07' '08' '09' '11' '12' '14'],11,['02' '04' '06' '07' '09' '12' '14'],7,['01' '03' '08' '11'],[]
"(1164, '21184')",['02' '12' '14' '17'],4,['12' '14' '17'],3,['02'],[]
"(1165, '20644')",['01' '02' '03' '14' '17'],5,['14'],1,['01' '02' '03' '17'],[]
"(1166, '16862')",['14'],1,['14'],1,[],[]
"(1167, '19363')",['14' '17'],2,['14' '17'],2,[],[]
"(1168, '17450')",['04' '05' '13' '14'],4,['04' '05' '13' '14'],4,[],[]
"(1169, '17458')",['04' '05' '13' '14'],4,['04' '05' '13' '14'],4,[],[]
"(1170, '18472')",['05' '08' '12' '14' '16' '17'],6,['14' '17'],2,['05' '08' '12' '16'],[]
"(1171, '15599')",['11' '12' '14'],3,['11' '12' '14'],3,[],[]
"(1172, '16426')",['14'],1,['14'],1,[],[]
"(1173, '16709')",['01' '14' '16'],3,['01' '14' '16'],3,[],[]
"(1174, '17594')",['13' '14'],2,['13' '14'],2,[],[]
"(1175, '17635')",['14'],1,['14'],1,[],[]
"(1176, '17142')",['14'],1,['14'],1,[],[]
"(1177, '17134')",['14'],1,['14'],1,[],[]
"(1178, '16770')",['14' '17'],2,['14' '17'],2,[],[]
"(1179, '18823')",['01' '02' '13' '14' '15' '17'],6,['14'],1,['01' '02' '13' '15' '17'],[]
"(1180, '19258')",['01' '14'],2,['01' '14'],2,[],[]
"(1181, '19319')",['13' '14'],2,['13' '14'],2,[],[]
"(1182, '16118')",['01' '02' '03' '04' '05' '06' '08' '10' '12' '13' '14' '16' '17'],13,['14'],1,['01' '02' '03' '04' '05' '06' '08' '10' '12' '13' '16' '17'],[]
"(1183, '19944')",['04' '13' '14'],3,['04' '13' '14'],3,[],[]
"(1184, '21292')",['01' '02' '03' '05' '12' '13' '14'],7,['14'],1,['01' '02' '03' '05' '12' '13'],[]
"(1185, '20074')",['10' '12' '14' '17'],4,['10' '12' '14' '17'],4,[],[]
"(1186, '18588')",['14' '15'],2,['14'],1,['15'],[]
"(1187, '17454')",['02' '05' '08' '13' '14' '15'],6,['02' '05' '08' '13' '14' '15'],6,[],[]
"(1188, '18773')",['08' '14'],2,['08' '14'],2,[],[]
"(1189, '21152')",['14'],1,['14'],1,[],[]
"(1190, '17490')",['11' '12' '13' '14' '15' '17'],6,['11' '12' '13' '14' '15' '17'],6,[],[]
"(1191, '17498')",['01' '02' '03' '06' '12' '13' '14' '15'],8,['14'],1,['01' '02' '03' '06' '12' '13' '15'],[]
"(1192, '21656')",['02' '13' '14' '17'],4,['14'],1,['02' '13' '17'],[]
"(1193, '18364')",['06' '14' '15'],3,['06' '14' '15'],3,[],[]
"(1194, '18067')",['14'],1,['14'],1,[],[]
"(1195, '16126')",['14' '17'],2,['14' '17'],2,[],[]
"(1196, '21560')",['01' '02' '08' '09' '13' '14'],6,['14'],1,['01' '02' '08' '09' '13'],[]
"(1197, '19744')",['02' '06' '08' '14'],4,['02' '06' '08' '14'],4,[],[]
"(1198, '17174')",['02' '03' '06' '08' '09' '11' '12' '13' '14' '17'],10,['02' '03' '06' '08' '09' '11' '12' '13' '14' '17'],10,[],[]
"(1199, '21352')",['13' '14'],2,['13' '14'],2,[],[]
"(1200, '19919')",['14'],1,['14'],1,[],[]
"(1201, '19078')",['02' '14'],2,['14'],1,['02'],[]
"(1202, '19739')",['02' '06' '08' '14'],4,['02' '06' '08' '14'],4,[],[]
"(1203, '16146')",['14'],1,['14'],1,[],[]
"(1204, '16946')",['14'],1,['14'],1,[],[]
"(1205, '16307')",['14'],1,['14'],1,[],[]
"(1206, '15974')",['02' '05' '07' '13' '14'],5,['02' '14'],2,['05' '07' '13'],[]
"(1207, '15704')",['09' '14'],2,['09' '14'],2,[],[]
"(1208, '21240')",['02' '04' '06' '07' '08' '09' '11' '12' '13' '14' '16' '17'],12,['14'],1,['02' '04' '06' '07' '08' '09' '11' '12' '13' '16' '17'],[]
"(1209, '20369')",['06' '13' '14'],3,['14'],1,['06' '13'],[]
"(1210, '15031')",['02' '06' '11' '12' '14' '15'],6,['02' '06' '11' '12' '14' '15'],6,[],[]
"(1211, '17206')",['09' '11' '13' '14'],4,['14'],1,['09' '11' '13'],[]
"(1212, '20324')",['01' '03' '05' '14' '17'],5,['01' '14' '17'],3,['03' '05'],[]
"(1213, '19789')",['06' '14' '15'],3,['14'],1,['06' '15'],[]
"(1214, '16170')",['01' '02' '14' '17'],4,['01' '02' '14' '17'],4,[],[]
"(1215, '18127')",['14' '15'],2,['14'],1,['15'],[]
"(1216, '17482')",['02' '14' '15'],3,['14'],1,['02' '15'],[]
"(1217, '19337')",['13' '14' '17'],3,['13' '14' '17'],3,[],[]
"(1218, '18528')",['11' '12' '14'],3,['11' '12' '14'],3,[],[]
"(1219, '18049')",['08' '12' '14'],3,['08' '12' '14'],3,[],[]
"(1220, '20009')",['06' '07' '13' '14'],4,['14'],1,['06' '07' '13'],[]
"(1221, '18427')",['14'],1,['14'],1,[],[]
"(1222, '18436')",['14'],1,['14'],1,[],[]
"(1223, '17314')",['12' '13' '14' '17'],4,['12' '13' '14' '17'],4,[],[]
"(1224, '21248')",['08' '14'],2,['14'],1,['08'],[]
"(1225, '15982')",['14' '15'],2,['14'],1,['15'],[]
"(1226, '19874')",['13' '14'],2,['13' '14'],2,[],[]
"(1227, '16474')",['14'],1,['14'],1,[],[]
"(1228, '15910')",['01' '02' '05' '07' '08' '09' '14' '16' '17'],9,['14'],1,['01' '02' '05' '07' '08' '09' '16' '17'],[]
"(1229, '16918')",['14'],1,['14'],1,[],[]
"(1230, '21004')",['14'],1,['14'],1,[],[]
"(1231, '18238')",['14'],1,['14'],1,[],[]
"(1232, '18415')",['06' '07' '14' '15'],4,['06' '07' '14' '15'],4,[],[]
"(1233, '15358')",['08' '14'],2,['08' '14'],2,[],[]
"(1234, '20274')",['11' '12' '13' '14'],4,['11' '12' '13' '14'],4,[],[]
"(1235, '18538')",['14' '15'],2,['14'],1,['15'],[]
"(1236, '14688')",['08' '12' '14'],3,['08' '12' '14'],3,[],[]
"(1237, '18235')",['14'],1,['14'],1,[],[]
"(1238, '20139')",['14'],1,['14'],1,[],[]
"(1239, '17644')",['01' '02' '05' '14' '17'],5,['01' '02' '05' '14' '17'],5,[],[]
"(1240, '17606')",['01' '05' '14' '17'],4,['01' '05' '14' '17'],4,[],[]
"(1241, '14827')",['02' '13' '14'],3,['14'],1,['02' '13'],[]
"(1242, '21536')",['14' '17'],2,['14' '17'],2,[],[]
"(1243, '17078')",['14'],1,['14'],1,[],[]
"(1244, '19854')",['03' '08' '11' '12' '13' '14' '15' '16' '17'],9,['14'],1,['03' '08' '11' '12' '13' '15' '16' '17'],[]
"(1245, '18469')",['02' '12' '14' '17'],4,['14' '17'],2,['02' '12'],[]
"(1246, '18481')",['14'],1,['14'],1,[],[]
"(1247, '18142')",['14'],1,['14'],1,[],[]
"(1248, '16322')",['02' '05' '08' '12' '14'],5,['14'],1,['02' '05' '08' '12'],[]
"(1249, '20820')",['13' '14' '16' '17'],4,['13' '14' '16' '17'],4,[],[]
"(1250, '21416')",['01' '05' '06' '07' '11' '12' '13' '14' '15' '16' '17'],11,['14'],1,['01' '05' '06' '07' '11' '12' '13' '15' '16' '17'],[]
"(1251, '20124')",['01' '02' '08' '14'],4,['14'],1,['01' '02' '08'],[]
"(1252, '14840')",['01' '02' '03' '06' '12' '14'],6,['01' '02' '03' '06' '12' '14'],6,[],[]
"(1253, '18868')",['14'],1,['14'],1,[],[]
"(1254, '14787')",['05' '09' '11' '13' '14'],5,['05' '09' '11' '13' '14'],5,[],[]
"(1255, '19386')",['03' '04' '12' '14' '17'],5,['03' '04' '12' '14' '17'],5,[],[]
"(1256, '21636')",['04' '13' '14' '17'],4,['04' '13' '14' '17'],4,[],[]
"(1257, '19429')",['04' '13' '14' '17'],4,['04' '13' '14' '17'],4,[],[]
"(1258, '20294')",['14'],1,['14'],1,[],[]
"(1259, '18558')",['07' '13' '14'],3,['07' '13' '14'],3,[],[]
"(1260, '17812')",['14'],1,['14'],1,[],[]
"(1261, '18208')",['14'],1,['14'],1,[],[]
"(1262, '18211')",['14'],1,['14'],1,[],[]
"(1263, '18205')",['14'],1,['14'],1,[],[]
"(1264, '15850')",['14'],1,['14'],1,[],[]
"(1265, '18022')",['14'],1,['14'],1,[],[]
"(1266, '15948')",['14'],1,['14'],1,[],[]
"(1267, '15611')",['02' '03' '06' '07' '08' '11' '12' '13' '14' '15'],10,['02' '06' '07' '12' '13' '14'],6,['03' '08' '11' '15'],[]
"(1268, '18292')",['01' '02' '12' '13' '14' '17'],6,['14'],1,['01' '02' '12' '13' '17'],[]
"(1269, '13900')",['14'],1,['14'],1,[],[]
"(1270, '18031')",['14'],1,['14'],1,[],[]
"(1271, '19909')",['14'],1,['14'],1,[],[]
"(1272, '17118')",['14'],1,['14'],1,[],[]
"(1273, '14876')",['14'],1,['14'],1,[],[]
"(1274, '16198')",['08' '11' '13' '14' '15' '17'],6,['08' '11' '13' '14' '15' '17'],6,[],[]
"(1275, '18708')",['02' '12' '14' '15'],4,['14'],1,['02' '12' '15'],[]
"(1276, '21604')",['14'],1,['14'],1,[],[]
"(1277, '19864')",['01' '05' '08' '10' '12' '13' '14'],7,['14'],1,['01' '05' '08' '10' '12' '13'],[]
"(1278, '18603')",['12' '14' '17'],3,['12' '14' '17'],3,[],[]
"(1279, '17815')",['01' '02' '06' '07' '09' '11' '12' '13' '14' '15' '16' '17'],12,['01' '02' '06' '07' '09' '11' '12' '13' '14' '15' '16' '17'],12,[],[]
"(1280, '16778')",['01' '03' '12' '13' '14'],5,['01' '12' '13' '14'],4,['03'],[]
"(1281, '20014')",['13' '14' '15'],3,['14'],1,['13' '15'],[]
"(1282, '20596')",['01' '02' '03' '09' '14' '17'],6,['14'],1,['01' '02' '03' '09' '17'],[]
"(1283, '14963')",['13' '14' '15' '17'],4,['13' '14' '15' '17'],4,[],[]
"(1284, '19814')",['02' '12' '14'],3,['02' '12' '14'],3,[],[]
"(1285, '21196')",['05' '13' '14'],3,['05' '13' '14'],3,[],[]
"(1286, '17618')",['01' '02' '14'],3,['01' '02' '14'],3,[],[]
"(1287, '15227')",['14'],1,['14'],1,[],[]
"(1288, '15039')",['06' '07' '11' '12' '13' '14' '15'],7,['14'],1,['06' '07' '11' '12' '13' '15'],[]
"(1289, '15798')",['11' '13' '14' '17'],4,['11' '13' '14' '17'],4,[],[]
"(1290, '14321')",['02' '13' '14'],3,['02' '13' '14'],3,[],[]
"(1291, '16830')",['04' '05' '13' '14' '16' '17'],6,['04' '05' '13' '14' '16' '17'],6,[],[]
"(1292, '14947')",['01' '02' '14' '17'],4,['01' '02' '14' '17'],4,[],[]
"(1293, '15826')",['01' '08' '09' '10' '11' '12' '13' '14' '17'],9,['14'],1,['01' '08' '09' '10' '11' '12' '13' '17'],[]
"(1294, '19759')",['06' '13' '14' '15' '16'],5,['06' '13' '14' '15' '16'],5,[],[]
"(1295, '21064')",['08' '14' '16' '17'],4,['08' '14' '16' '17'],4,[],[]
"(1296, '15892')",['08' '14'],2,['08' '14'],2,[],[]
"(1297, '18838')",['14'],1,['14'],1,[],[]
"(1298, '18310')",['14'],1,['14'],1,[],[]
"(1299, '14849')",['02' '13' '14'],3,['14'],1,['02' '13'],[]
"(1300, '19794')",['14'],1,['14'],1,[],[]
"(1301, '16886')",['01' '02' '08' '14' '17'],5,['01' '02' '08' '14' '17'],5,[],[]
"(1302, '18828')",['14'],1,['14'],1,[],[]
"(1303, '21714')",['04' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15' '16' '17'],13,['04' '06' '07' '08' '09' '10' '11' '12' '13' '14' '15' '16' '17'],13,[],[]
"(1304, '16866')",['14'],1,['14'],1,[],[]
"(1305, '18346')",['14'],1,['14'],1,[],[]
"(1306, '16574')",['14'],1,['14'],1,[],[]
"(1307, '16810')",['01' '08' '14' '16'],4,['01' '08' '14' '16'],4,[],[]
"(1308, '19028')",['14'],1,['14'],1,[],[]
"(1309, '18241')",['14'],1,['14'],1,[],[]
"(1310, '15834')",['14' '17'],2,['14' '17'],2,[],[]
"(1311, '18863')",['03' '06' '11' '14' '15' '17'],6,['14'],1,['03' '06' '11' '15' '17'],[]
"(1312, '20129')",['14'],1,['14'],1,[],[]
"(1313, '18274')",['14'],1,['14'],1,[],[]
"(1314, '19654')",['06' '12' '13' '14'],4,['06' '12' '13' '14'],4,[],[]
"(1315, '18289')",['14'],1,['14'],1,[],[]
"(1316, '20304')",['02' '12' '14'],3,['02' '12' '14'],3,[],[]
"(1317, '21392')",['13' '14' '17'],3,['13' '14' '17'],3,[],[]
"(1318, '21256')",['08' '12' '14' '15' '17'],5,['14'],1,['08' '12' '15' '17'],[]
"(1319, '21464')",['01' '14' '17'],3,['01' '14' '17'],3,[],[]
"(1320, '15944')",['01' '02' '08' '10' '13' '14' '15' '17'],8,['01' '02' '08' '10' '13' '14' '15' '17'],8,[],[]
"(1321, '18106')",['14'],1,['14'],1,[],[]
"(1322, '20344')",['14'],1,['14'],1,[],[]
"(1323, '18094')",['14'],1,['14'],1,[],[]
"(1324, '19168')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
"(1325, '15515')",['03' '14'],2,['14'],1,['03'],[]
"(1326, '19774')",['04' '05' '06' '14' '17'],5,['04' '05' '06' '14' '17'],5,[],[]
"(1327, '16222')",['11' '12' '14'],3,['11' '12' '14'],3,[],[]
"(1328, '21104')",['01' '12' '13' '14'],4,['01' '12' '14'],3,['13'],[]
"(1329, '14967')",['01' '02' '13' '14'],4,['01' '02' '13' '14'],4,[],[]
"(1330, '14427')",['02' '08' '12' '13' '14'],5,['02' '08' '12' '14'],4,['13'],[]
"(1331, '19073')",['14'],1,['14'],1,[],[]
"(1332, '18973')",['14'],1,['14'],1,[],[]
"(1333, '21288')",['02' '14'],2,['14'],1,['02'],[]
"(1334, '21264')",['13' '14'],2,['13' '14'],2,[],[]
"(1335, '19719')",['14'],1,['14'],1,[],[]
"(1336, '20480')",['14'],1,['14'],1,[],[]
"(1337, '18833')",['12' '14' '17'],3,['14'],1,['12' '17'],[]
"(1338, '16758')",['01' '02' '03' '05' '06' '07' '08' '10' '12' '13' '14' '16' '17'],13,['14'],1,['01' '02' '03' '05' '06' '07' '08' '10' '12' '13' '16' '17'],[]
"(1339, '15641')",['14'],1,['14'],1,[],[]
"(1340, '15772')",['13' '14'],2,['13' '14'],2,[],[]
"(1341, '16589')",['14'],1,['14'],1,[],[]
"(1342, '17662')",['12' '14'],2,['12' '14'],2,[],[]
"(1343, '21252')",['14'],1,['14'],1,[],[]
"(1344, '19884')",['06' '09' '11' '12' '13' '14'],6,['06' '09' '11' '12' '13' '14'],6,[],[]
"(1345, '18783')",['03' '06' '08' '11' '12' '14' '15'],7,['14'],1,['03' '06' '08' '11' '12' '15'],[]
"(1346, '16074')",['01' '02' '03' '07' '08' '10' '12' '14' '15'],9,['14'],1,['01' '02' '03' '07' '08' '10' '12' '15'],[]
"(1347, '18808')",['05' '14'],2,['05' '14'],2,[],[]
"(1348, '18043')",['14'],1,['14'],1,[],[]
"(1349, '21012')",['14'],1,['14'],1,[],[]
"(1350, '19934')",['08' '14' '15'],3,['08' '14' '15'],3,[],[]
"(1351, '20732')",['14'],1,['14'],1,[],[]
"(1352, '17130')",['08' '09' '12' '13' '14' '17'],6,['08' '09' '12' '13' '14' '17'],6,[],[]
"(1353, '16358')",['14' '17'],2,['14' '17'],2,[],[]
"(1354, '21488')",['11' '14'],2,['11' '14'],2,[],[]
"(1355, '16986')",['14'],1,['14'],1,[],[]
"(1356, '21684')",['04' '06' '13' '14'],4,['04' '06' '13' '14'],4,[],[]
"(1357, '19163')",['06' '11' '12' '14'],4,['06' '11' '12' '14'],4,[],[]
"(1358, '14135')",['13' '14'],2,['13' '14'],2,[],[]
"(1359, '15752')",['02' '03' '07' '13' '14' '15'],6,['14'],1,['02' '03' '07' '13' '15'],[]
"(1360, '21420')",['08' '14'],2,['08' '14'],2,[],[]
"(1361, '20144')",['14'],1,['14'],1,[],[]
"(1362, '20396')",['14'],1,['14'],1,[],[]
"(1363, '20064')",['05' '14'],2,['05' '14'],2,[],[]
"(1364, '18460')",['14'],1,['14'],1,[],[]
"(1365, '19357')",['14'],1,['14'],1,[],[]
"(1366, '17514')",['14' '15'],2,['14' '15'],2,[],[]
"(1367, '16022')",['01' '02' '03' '06' '08' '09' '11' '12' '14' '17'],10,['02' '06' '08' '09' '11' '12' '14' '17'],8,['01' '03'],[]
"(1368, '16050')",['03' '09' '11' '12' '14' '17'],6,['14'],1,['03' '09' '11' '12' '17'],[]
"(1369, '17126')",['14'],1,['14'],1,[],[]
"(1370, '21612')",['14'],1,['14'],1,[],[]
"(1371, '14835')",['14'],1,['14'],1,[],[]
"(1372, '17158')",['08' '09' '11' '14' '17'],5,['08' '09' '11' '14' '17'],5,[],[]
"(1373, '19459')",['14'],1,['14'],1,[],[]
"(1374, '14082')",['14'],1,['14'],1,[],[]
"(1375, '16378')",['14'],1,['14'],1,[],[]
"(1376, '19068')",['01' '02' '06' '08' '11' '12' '14' '17'],8,['01' '02' '06' '08' '11' '12' '14' '17'],8,[],[]
"(1377, '18873')",['14'],1,['14'],1,[],[]
"(1378, '20354')",['12' '14' '17'],3,['12' '14' '17'],3,[],[]
"(1379, '18633')",['06' '12' '14' '15' '17'],5,['06' '12' '14' '15' '17'],5,[],[]
"(1380, '16018')",['02' '12' '14'],3,['14'],1,['02' '12'],[]
